"'Allowance' column title","'ค่าเผื่อ' ชื่อคอลัมน์"
"Yes (item custom attribute with specific date)","ใช่ (รายการแอตทริบิวต์ที่กำหนดเองที่มีวันที่เฉพาะเจาะจง)"
"Yes (Multiple products)","ใช่ (สินค้าหลายรายการ)"
"Yes (Single products)","ใช่ (ผลิตภัณฑ์เดียว)"
"Yes in Packing Sheets & Invoices Only","ใช่ในแผ่นบรรจุและใบแจ้งหนี้เท่านั้น"
"Yes in Picklists Only","ใช่ใน Picklists เท่านั้น"
"Yes, *not* including email","ใช่ * ไม่ * รวมทั้งอีเมล"
"Yes, 2 messages, depending on customer group","ใช่ 2 ข้อความขึ้นอยู่กับกลุ่มลูกค้า"
"Yes, after shipping address","ใช่หลังจากที่อยู่จัดส่ง"
"Yes, an image","ใช่ภาพ"
"Yes, and don\'t include date","ใช่และ Don t \ 'รวมถึงวัน"
"Yes, and double-quote quotes","ใช่และคำพูดอ้างดับเบิล"
"Yes, and include date","ใช่และรวมถึงวัน"
"Yes, and strip all quotes","ใช่และตัดคำพูดทั้งหมด"
"Yes, average price paid (taken from invoice row)","ใช่ราคาเฉลี่ยจ่าย (เอามาจากแถวใบแจ้งหนี้)"
"Yes, before shipping address","ใช่ก่อนที่อยู่จัดส่ง"
"Yes, below product line, linear","ใช่ด้านล่างสายผลิตภัณฑ์เชิงเส้น"
"Yes, below product line, stacked","ใช่ด้านล่างสายผลิตภัณฑ์ซ้อน"
"Yes, below product line, stacked & boxed","ใช่ด้านล่างสายผลิตภัณฑ์และบรรจุกล่องซ้อนกัน"
"Yes, both in a Tax column and a Tax subtotal","ใช่ทั้งในคอลัมน์ภาษีและผลรวมย่อยภาษี"
"Yes, by Order Attribute","ใช่โดยแอตทริบิวต์การสั่งซื้อสินค้า"
"Yes, by Order Status","ใช่โดยสถานะการสั่งซื้อ"
"Yes, by Shipping Method","ใช่โดยวิธีการจัดส่ง"
"YES, CAPITALISE","ใช่ Capitalise"
"Yes, Child (Simple product full SKU (include option))","ใช่เด็ก (สินค้าง่ายเต็ม SKU (รวมถึงตัวเลือก))"
"Yes, Child (Simple product full SKU, including product options)","ใช่เด็ก (สินค้าง่ายเต็ม SKU รวมถึงตัวเลือกผลิตภัณฑ์)"
"Yes, Child (Simple product SKU **Default**)","ใช่เด็ก (สินค้าง่าย SKU ** เริ่มต้น **)"
"Yes, Child (Simple product)","ใช่เด็ก (สินค้าง่าย)"
"Yes, combined in movable box","ใช่รวมกันในกล่องที่สามารถเคลื่อนย้าย"
"Yes, combined in new page","ใช่รวมกันในหน้าเว็บใหม่"
"Yes, combined in positionable box","ใช่รวมกันในกล่องตำแหน่งได้"
"Yes, combined under products list","ใช่รวมกันภายใต้ผลิตภัณฑ์รายการ"
"Yes, combined under shipping address","ใช่รวมกันภายใต้ที่อยู่จัดส่ง"
"Yes, combo attributes","ใช่คำสั่งผสมแอตทริบิวต์"
"Yes, concise","ใช่รัดกุม"
"Yes, count each option as a separate SKU","ใช่นับแต่ละตัวเลือกแยก SKU"
"Yes, count each option as a separate SKU, grouped under parent product","ใช่นับแต่ละตัวเลือกแยก SKU ของสินค้ากลุ่มภายใต้ผู้ปกครอง"
"Yes, custom attribute","ใช่แอตทริบิวต์ที่กำหนดเอง"
"Yes, depending on Country Group","ใช่ขึ้นอยู่กับคันทรี่กรุ๊ป"
"Yes, filter by notes text","ใช่กรองตามบันทึกข้อความ"
"Yes, fixed text","ใช่ข้อความถาวร"
"Yes, for Pick Lists and Packing Sheets","ใช่สำหรับรายชื่อการเลือกและการบรรจุแผ่น"
"Yes, from custom attribute","ใช่จากแอตทริบิวต์ที่กำหนดเอง"
"Yes, full SKU","ใช่ SKU เต็ม"
"Yes, Garuda [good for: Thai, Latin]","ใช่ครุฑ [ดีสำหรับ: ไทย, ภาษาละติน]"
"Yes, grayed out","ใช่สีเทา"
"Yes, group parent SKUs and option SKUs","ใช่กลุ่มผู้ปกครองและตัวเลือก SKUs SKUs"
"Yes, in a Tax column","ใช่ในคอลัมน์ภาษี"
"Yes, in a Tax subtotal","ใช่ในผลรวมย่อยภาษี"
"Yes, in page base","ใช่ในฐานหน้า"
"Yes, in positionable box (handy for tear-off labels)","ใช่ในกล่อง positionable (ที่มีประโยชน์สำหรับป้ายฉีกออก)"
"Yes, in separate column","ใช่ในคอลัมน์ที่แยกต่างหาก"
"Yes, in title","ใช่ในชื่อ"
"Yes, incl. tax","ใช่รวม ภาษี"
"Yes, including email","ใช่รวมทั้งอีเมล"
"Yes, inline with product SKU","ใช่ใกล้เคียงกับสินค้า SKU"
"Yes, Invoice ID","ใช่ใบแจ้งหนี้ ID"
"Yes, Kinnari (similar to Georgia) [good for: Thai, Latin]","ใช่กินรี (คล้ายกับจอร์เจีย) [ที่ดีสำหรับ: ไทย, ภาษาละติน]"
"Yes, Marketplace Order ID","ใช่ตลาดรหัสการสั่งซื้อ"
"Yes, MS Gothic [large filesize, good for: Japanese, Latin]","ใช่ MS โกธิค [ขนาดไฟล์ขนาดใหญ่ที่ดีสำหรับ: ญี่ปุ่น, ภาษาละติน]"
"Yes, new line for each, under product SKU","ใช่บรรทัดใหม่สำหรับแต่ละภายใต้สินค้า SKU"
"Yes, on a new page","ใช่ในหน้าใหม่"
"Yes, on same label","ใช่บนฉลากเดียวกัน"
"Yes, on separate label","ใช่บนฉลากแยกต่างหาก"
"Yes, one message, horizontal strip","ใช่หนึ่งข้อความแถบแนวนอน"
"Yes, one message, positionable box","ใช่หนึ่งข้อความกล่องตำแหน่งได้"
"Yes, one product per label","ใช่หนึ่งผลิตภัณฑ์ต่อป้ายกำกับ"
"Yes, only output Invoiced items","ใช่เฉพาะรายการที่ส่งออกใบแจ้งหนี้"
"Yes, only output Shipped items","ใช่เฉพาะรายการที่เอาท์พุทจัดส่ง"
"Yes, order details + shipping label","ใช่รายละเอียดการสั่ง + ป้ายกำกับการจัดส่งสินค้า"
"Yes, order details only","ใช่คำสั่งเฉพาะรายละเอียด"
"Yes, Order ID","ใช่รหัสการสั่งซื้อ"
"Yes, Parent (Configurable parent **Default**)","ใช่ผู้ปกครอง (ผู้ปกครองที่กำหนด ** เริ่มต้น **)"
"Yes, Parent (Configurable parent SKU)","ใช่ผู้ปกครอง (กำหนดผู้ปกครอง SKU)"
"Yes, product category","ใช่ประเภทสินค้า"
"Yes, product ID","ใช่หมายเลขผลิตภัณฑ์"
"Yes, product name","ใช่ชื่อผลิตภัณฑ์"
"Yes, product SKU","ใช่ผลิตภัณฑ์ SKU"
"Yes, Purisa (similar to Comic Sans) [good for: Thai, Latin]","ใช่ Purisa (คล้ายกับการ์ตูน Sans) [ที่ดีสำหรับ: ไทย, ภาษาละติน]"
"Yes, Sawasdee [good for: Thai, Latin]","ใช่สวัสดี [ดีสำหรับ: ไทย, ภาษาละติน]"
"Yes, shipping label only","ใช่ฉลากการจัดส่งสินค้าเท่านั้น"
"Yes, show only notes tagged \'visible on frontend\'","ใช่แสดงบันทึกเพียงแท็ก \ 'ปรากฏบนส่วนหน้า \'"
"Yes, Simplified Chinese [good for: Chinese]","ใช่, จีน [ดีสำหรับจีน]"
"Yes, split parent SKUs if option SKUs vary","ใช่พ่อแม่แยก SKUs ถ้าตัวเลือก SKUs แตกต่างกันไป"
"Yes, standard fonts [large filesize, good for accented Latin]","ใช่อักษรมาตรฐาน [ขนาดไฟล์ขนาดใหญ่ที่ดีสำหรับสำเนียงภาษาละติน]"
"Yes, Tahoma [medium filesize, good for: Arabic, Latin]","ใช่ Tahoma [ขนาดกลางที่ดีสำหรับ: อาหรับ, ภาษาละติน]"
"Yes, to 0 decimal places","ใช่ไปที่ 0 ตำแหน่งทศนิยม"
"Yes, total product cost price","ใช่ราคาต้นทุนการผลิตทั้งหมด"
"Yes, total sold price, excluding shipping","ใช่ราคาที่จำหน่ายได้แล้วทั้งหมดไม่รวมค่าจัดส่ง"
"Yes, total sold price, including shipping","ใช่ราคาที่จำหน่ายได้แล้วทั้งหมดรวมทั้งการจัดส่งสินค้า"
"Yes, Traditional Chinese [good for: Chinese]","ใช่แผนจีน [ดีสำหรับจีน]"
"Yes, under individual product","ใช่ภายใต้แต่ละผลิตภัณฑ์"
"Yes, under product list","ใช่ภายใต้รายการสินค้า"
"Yes, up to a pallet","ใช่ถึงพาเลท"
"Yes, Uppercase","ใช่ตัวพิมพ์ใหญ่"
"Yes, with no tax info","ใช่ด้วยข้อมูลที่ไม่ต้องเสียภาษี"
"Yes, with Tax","ใช่มีภาษี"
"Yes, with VAT info","ใช่มีข้อมูลภาษีมูลค่าเพิ่ม"
"Yes: bold","ใช่: ตัวหนา"
"Yes: bold & underline","ใช่: ตัวหนาและขีดเส้นใต้"
"Yes: bold, underlined & red","ใช่: ตัวหนาขีดเส้นใต้สีแดงและ"
"Yes: boxed","ใช่: บรรจุกล่อง"
"You need shippingRules installed for this to work. This will use the specific label generated by shippingRules.","คุณจำเป็นต้องมีการติดตั้งสำหรับ shippingRules นี้ในการทำงาน นี้จะใช้ป้ายที่สร้างขึ้นโดยเฉพาะ shippingRules"
"Filter/split by supplier?","กรอง / แยกตามผู้จัดจำหน่าย?"
"'Combined Packing Sheet/Invoice' grouped by Order ID?","'รวมบรรจุแผ่น / ใบแจ้งหนี้' จัดกลุ่มตามรหัสคำสั่งซื้อ?"
"Reset pickPack","รีเซ็ต pickPack"
"Export pickPack Settings","การตั้งค่า pickPack ส่งออก"
"Import pickPack Settings","การตั้งค่า pickPack นำเข้า"
"'PDF Invoice & Packing Sheet' Sort","'ใบแจ้งหนี้ PDF & แผ่นบรรจุ' เรียง"
"Customise CSVs","ปรับแต่ง CSV ทั้งหมด"
"Customise PDFs","ปรับแต่งไฟล์ PDF"
"Customise Admin/Frontend Options","ปรับแต่งตัวเลือกธุรการ / ส่วนหน้า"
"pickPack User Guide","คู่มือการใช้งาน pickPack"
"Moogento Store","Moogento ร้าน"
